,Height,Label,Score,Width,filenames,x,y
3403,898,pinkCandle,0.31133,390,Person25_26,525,2137
3404,1180,redWhistle,0.3274,1573,Person25_26,1667,1230
3405,2158,sign,0.25246,1197,Person25_26,135,11
3406,1180,metalKey,0.49105,1465,Person25_20,2003,384
3407,1644,partyFavor,0.32536,1613,Person25_20,1062,172
3408,847,pinkCandle,0.49299,565,Person25_20,2447,1200
3409,2601,sign,0.71925,1479,Person25_20,1990,293
3410,1049,pinkCandle,0.26363000000000003,444,Person25_8,767,1533
3411,1674,pumpkinNotes,0.29584,1788,Person25_8,1250,968
3412,2480,sign,0.45136000000000004,1909,Person25_8,2084,555
3413,2299,sign,0.27376999999999996,888,Person25_25,14,736
3414,1855,trophy,0.38975,1855,Person25_25,1533,11
3415,1311,hairClip,0.76113,1049,Person25_25,2205,343
3416,2309,yellowBag,0.39395,2245,Person25_25,1331,454
3417,806,birdCall,0.3356,504,Person15_5,388,107
3418,502,cloudSign,0.37299,232,Person15_5,352,134
3419,384,eyeball,0.33192,216,Person15_5,196,102
3420,726,redWhistle,0.29632,588,Person15_5,428,880
3421,630,hairClip,0.46181000000000005,376,Person15_5,456,326
3422,267,lavenderDie,0.41534,104,Person15_5,244,144
3423,1168,yellowBag,0.35986999999999997,592,Person15_5,4,155
3424,811,birdCall,0.43095,620,Person15_9,416,448
3425,704,cloudSign,0.28106,224,Person15_9,188,256
3426,406,eyeball,0.25501,260,Person15_9,516,438
3427,1094,pumpkinNotes,0.35399,544,Person15_9,456,198
3428,923,trophy,0.25381,448,Person15_9,500,283
3429,251,blueSunglasses,0.29441999999999996,352,Person15_9,552,496
3430,1936,birdCall,0.32095,2437,Person15_13,,
3431,1060,cloudSign,0.28255,1210,Person15_13,,
3432,795,eyeball,0.44348000000000004,1227,Person15_13,,
3433,1752,metalKey,0.48049,2212,Person15_13,,
3434,1867,pumpkinNotes,0.5489999999999999,2160,Person15_13,,
3435,1521,trophy,0.32624000000000003,1919,Person15_13,,
3436,1152,blueSunglasses,0.46948999999999996,2126,Person15_13,,
3437,1279,hairClip,0.46236000000000005,1296,Person15_13,,
3438,1567,stickerBox,0.41891000000000006,1158,Person15_13,,
3439,768,birdCall,0.3196,428,Person15_11,344,464
3440,438,pinkCandle,0.33105,116,Person15_11,328,6
3441,1110,sign,0.58796,292,Person15_11,240,6
3442,198,lavenderDie,0.37695,100,Person15_11,508,870
3443,1014,yellowBag,0.3681,780,Person15_11,340,6
3444,688,birdCall,0.32755,484,Person15_6,316,6
3445,502,eyeball,0.30745,356,Person15_6,644,731
3446,1115,sign,0.2789,176,Person15_6,128,6
3447,555,hairClip,0.39603,292,Person15_6,412,128
3448,246,lavenderDie,0.49125,124,Person15_6,824,950
3449,934,noisemaker,0.30253,600,Person15_1,4,6
3450,843,pumpkinNotes,0.3176,540,Person15_1,636,763
3451,955,sign,0.34451,304,Person15_1,900,6
3452,843,pumpkinNotes,0.26695,528,Person15_4,124,320
3453,982,sign,0.5626800000000001,472,Person15_4,236,624
3454,267,lavenderDie,0.4553,92,Person15_4,1024,262
3455,640,cloudSign,0.39154,308,Person15_2,56,859
3456,1078,noisemaker,0.29212,516,Person15_2,4,6
3457,768,pinkCandle,0.2657,96,Person15_2,680,22
3458,944,yellowBag,0.25232,460,Person15_2,744,38
3459,784,birdCall,0.36464,568,Person15_10,360,352
3460,614,cloudSign,0.38013,368,Person15_10,452,427
3461,342,eyeball,0.40912,312,Person15_10,828,6
3462,811,pumpkinNotes,0.31217,568,Person15_10,272,795
3463,651,trophy,0.39599,384,Person15_10,452,427
3464,262,blueSunglasses,0.30932,364,Person15_10,544,603
3465,240,eyeball,0.5071899999999999,268,Person15_12,676,160
3466,1168,yellowBag,0.29638000000000003,788,Person15_12,4,6
3467,827,birdCall,0.36188000000000003,436,Person15_3,4,6
3468,587,pinkCandle,0.29104,120,Person15_3,580,790
3469,662,pumpkinNotes,0.25545999999999996,464,Person15_3,416,6
3470,1382,sign,0.6167699999999999,328,Person15_3,476,224
3471,1184,yellowBag,0.38175,624,Person15_7,4,422
3472,582,cloudSign,0.2786,368,Person35_9,204,891
3473,432,eyeball,0.30115,216,Person35_9,616,651
3474,566,redWhistle,0.25429,304,Person35_9,900,342
3475,1142,sign,0.43567,308,Person35_9,144,6
3476,224,blueSunglasses,0.31413,380,Person35_9,108,1083
3477,246,lavenderDie,0.36935999999999997,112,Person35_9,660,736
3478,790,cloudSign,0.31636,516,Person35_6,380,678
3479,550,pinkCandle,0.47328000000000003,116,Person35_7,672,470
3480,907,birdCall,0.35903,436,Person35_5,252,54
3481,347,eyeball,0.33762,276,Person35_5,332,246
3482,630,cloudSign,0.32333,236,Person35_12,528,523
3483,592,redWhistle,0.68321,432,Person35_12,420,544
3484,1088,sign,0.36413,264,Person35_12,596,518
3485,704,silverStraw,0.2724,564,Person35_12,4,902
3486,635,cloudSign,0.25689,296,Person35_10,580,304
3487,1136,pumpkinNotes,0.29215,452,Person35_10,4,470
3488,224,lavenderDie,0.29603,120,Person35_10,664,507
3489,614,cloudSign,0.27894,368,Person35_1,112,422
3490,1088,sign,0.32097,228,Person35_1,4,518
3491,464,pinkCandle,0.3423,120,Person35_4,500,171
3492,854,pumpkinNotes,0.27304,532,Person35_4,544,6
3493,822,yellowBag,0.38075,764,Person35_4,176,6
3494,624,cloudSign,0.32661,264,Person35_2,416,411
3495,278,eyeball,0.42762,284,Person35_2,412,496
3496,1051,trophy,0.34204,464,Person35_2,324,224
3497,166,blueSunglasses,0.25898000000000004,348,Person35_2,388,768
3498,736,hairClip,0.52805,364,Person35_2,376,502
3499,198,blueSunglasses,0.27791,324,Person35_11,220,176
3500,246,lavenderDie,0.30503,116,Person35_11,752,1307
3501,1088,birdCall,0.28386,620,Person35_3,244,422
3502,459,cloudSign,0.29917,324,Person35_3,308,838
3503,459,eyeball,0.27618000000000004,328,Person35_3,224,523
3504,624,pinkCandle,0.26699,104,Person35_3,928,544
3505,939,pumpkinNotes,0.31579,652,Person35_3,232,614
3506,918,trophy,0.28169,488,Person35_3,304,688
3507,288,blueSunglasses,0.25517,372,Person35_3,368,710
3508,710,stickerBox,0.26439,364,Person35_3,292,507
3509,1046,canadaPencil,0.27946,464,Person35_8,504,315
3510,528,cloudSign,0.49137,364,Person35_8,372,918
3511,523,eyeball,0.25821,336,Person35_8,300,603
3512,672,metalKey,0.29102,492,Person35_8,712,64
3513,752,partyFavor,0.30408,496,Person35_8,220,491
3514,502,pinkCandle,0.36301,88,Person35_8,944,502
3515,1008,pumpkinNotes,0.29267,512,Person35_8,300,454
3516,688,redWhistle,0.26727,408,Person35_8,440,166
3517,1318,sign,0.59109,356,Person35_8,636,70
3518,907,trophy,0.27786,468,Person35_8,736,523
3519,416,blueSunglasses,0.27854,452,Person35_8,752,299
3520,598,stickerBox,0.28879,336,Person35_8,304,560
3521,624,birdCall,0.32445,365,Person26_3,353,399
3522,282,eyeball,0.32328,200,Person26_3,518,573
3523,455,pinkCandle,0.30785999999999997,123,Person26_3,556,588
3524,506,redWhistle,0.32263000000000003,384,Person26_3,342,552
3525,716,silverStraw,0.54418,595,Person26_3,560,460
3526,629,trophy,0.25458000000000003,522,Person26_3,273,404
3527,639,hairClip,0.39543,342,Person26_3,441,409
3528,1120,birdCall,0.43888999999999995,1238,Person26_5,606,66
3529,1014,cloudSign,0.41156000000000004,1062,Person26_5,861,540
3530,850,pinkCandle,0.27295,185,Person26_5,1317,626
3531,1245,pumpkinNotes,0.6308699999999999,1501,Person26_5,650,7
3532,955,hairClip,0.45674,1062,Person26_5,878,165
3533,596,cloudSign,0.31940999999999997,411,Person26_2,127,782
3534,488,eyeball,0.42368999999999996,325,Person26_2,77,734
3535,698,hairClip,0.35046,366,Person26_2,59,632
3536,331,lavenderDie,0.45055,136,Person26_2,73,1305
3537,1063,birdCall,0.42885,1014,Person26_1,620,689
3538,1015,canadaPencil,0.31609,1151,Person26_1,548,61
3539,731,cloudSign,0.35167,588,Person26_1,1497,592
3540,508,eyeball,0.30493000000000003,620,Person26_1,121,852
3541,616,pinkCandle,0.34553,258,Person26_1,1505,532
3542,1093,sign,0.33316999999999997,540,Person26_1,161,7
3543,435,blueSunglasses,0.38355,749,Person26_1,741,876
3544,628,hairClip,0.30999,725,Person26_1,1272,544
3545,1117,birdCall,0.26704,827,Person26_4,96,566
3546,940,cloudSign,0.35353,541,Person26_4,234,650
3547,516,eyeball,0.3413,350,Person26_4,684,283
3548,1039,pumpkinNotes,0.40562,668,Person26_4,281,756
3549,834,redWhistle,0.40574,520,Person26_4,477,1159
3550,347,blueSunglasses,0.30882,615,Person26_4,202,1102
3551,1011,stickerBox,0.50966,504,Person26_4,371,940
3552,565,eyeball,0.27747,1538,Person36_2,2402,2846
3553,1752,birdCall,0.37686,1849,Person36_4,18,12
3554,1383,cloudSign,0.261,1158,Person36_4,692,139
3555,1602,cupcakePaper,0.29062,1936,Person36_4,1832,12
3556,911,eyeball,0.39379000000000003,968,Person36_4,432,404
3557,3053,sign,0.2589,916,Person36_4,450,288
3558,2224,trophy,0.29623,1642,Person36_4,104,12
3559,381,blueSunglasses,0.36555,1158,Person36_4,363,911
3560,1222,hairClip,0.8433799999999999,1227,Person36_4,329,288
3561,576,lavenderDie,0.32757,588,Person36_4,623,565
3562,2834,yellowBag,0.4302,3336,Person36_4,18,634
3563,1325,pinkCandle,0.6117,502,Person36_7,3647,473
3564,2846,sign,0.67572,1953,Person36_7,2541,404
3565,3076,silverStraw,0.51698,2852,Person36_7,1711,392
3566,692,eyeball,0.25634,1003,Person36_6,2247,2500
3567,1095,pinkCandle,0.32,519,Person36_6,1763,1060
3568,1440,redWhistle,0.27776999999999996,2160,Person36_6,1279,2028
3569,2950,sign,0.75164,1746,Person36_6,1176,104
3570,242,blueSunglasses,0.25372,761,Person36_6,2022,2696
3571,1429,hairClip,0.35798,1227,Person36_6,1798,2040
3572,2627,yellowBag,0.29267,3145,Person36_6,1936,24
3573,2604,canadaPencil,0.32533,2783,Person36_8,1746,12
3574,1498,cloudSign,0.28244,1435,Person36_8,2800,12
3575,2235,noisemaker,0.37940999999999997,3526,Person36_8,623,219
3576,1394,pinkCandle,0.28039000000000003,346,Person36_8,2610,1152
3577,2500,sign,0.27563000000000004,1590,Person36_8,2333,12
3578,1798,birdCall,0.35238,2195,Person36_3,934,450
3579,911,eyeball,0.32283,1487,Person36_3,1314,911
3580,2097,pumpkinNotes,0.7288399999999999,2610,Person36_3,726,1371
3581,2351,yellowBalloon,0.25437,2281,Person36_3,916,1118
3582,369,blueSunglasses,0.27073,1314,Person36_3,1020,1406
3583,1567,hairClip,0.27346,1331,Person36_3,1348,841
3584,1625,stickerBox,0.42872,1487,Person36_3,1279,807
3585,2281,yellowBag,0.43251000000000006,2178,Person36_3,951,1187
3586,1717,birdCall,0.60709,1849,Person36_1,,
3587,1152,cloudSign,0.4019,864,Person36_1,,
3588,853,eyeball,0.46028,1279,Person36_1,,
3589,1475,redWhistle,0.69453,1953,Person36_1,,
3590,1579,trophy,0.5731,2091,Person36_1,,
3591,381,blueSunglasses,0.27364,1435,Person36_1,,
3592,1314,hairClip,0.76407,1331,Person36_1,,
3593,588,lavenderDie,0.58975,588,Person36_1,,
3594,2132,yellowBag,0.36056,3301,Person36_1,,
3595,1775,birdCall,0.39221,1711,Person36_5,1556,703
3596,646,eyeball,0.45466999999999996,1089,Person36_5,1867,1291
3597,1176,redWhistle,0.41803,1780,Person36_5,1504,1233
3598,2063,trophy,0.67478,1919,Person36_5,1452,830
3599,392,blueSunglasses,0.36274,1279,Person36_5,1763,1648
3600,1256,hairClip,0.8487899999999999,1210,Person36_5,1815,1256
3601,600,lavenderDie,0.84824,553,Person36_5,2109,1556
3602,1764,birdCall,0.42685,2111,Person37_5,1103,11
3603,1875,cloudSign,0.62157,1922,Person37_5,1183,898
3604,928,eyeball,0.382,1022,Person37_5,1358,1160
3605,877,pinkCandle,0.28109,310,Person37_5,1721,1371
3606,1946,pumpkinNotes,0.49651999999999996,2352,Person37_5,713,11
3607,1260,redWhistle,0.3464,1304,Person37_5,1506,1200
3608,2420,sign,0.34054,565,Person37_5,1586,605
3609,1533,yellowBag,0.30525,2030,Person37_5,874,182
3610,1180,eyeball,0.40515,1277,Person37_9,659,11
3611,1059,metalKey,0.44348999999999994,1640,Person37_9,1627,232
3612,1422,pinkCandle,0.46643,390,Person37_9,3119,263
3613,1472,pumpkinNotes,0.27235,1896,Person37_9,632,21
3614,2490,sign,0.30103,834,Person37_9,2608,11
3615,283,blueSunglasses,0.26775,820,Person37_9,1170,605
3616,1079,hairClip,0.59921,888,Person37_9,14,1311
3617,384,lavenderDie,0.49363,471,Person37_9,189,1633
3618,1573,stickerBox,0.40565,1035,Person37_9,1089,11
3619,1694,yellowBag,0.27743,2500,Person37_9,619,1341
3620,1946,birdCall,0.2891,1922,Person37_14,1506,646
3621,1089,cloudSign,0.2922,982,Person37_14,1358,1271
3622,1220,cupcakePaper,0.25637,1680,Person37_14,1640,565
3623,988,eyeball,0.40005999999999997,713,Person37_14,363,1119
3624,2450,paperPlate,0.9118,2675,Person37_14,1129,363
3625,2631,pumpkinNotes,0.56877,2312,Person37_14,1573,81
3626,1855,sign,0.25734,565,Person37_14,1318,1180
3627,1875,yellowBalloon,0.32636,2406,Person37_14,1250,656
3628,625,blueSunglasses,0.368,1277,Person37_14,2097,1301
3629,2107,stickerBox,0.51363,1573,Person37_14,1667,565
3630,1986,yellowBag,0.2882,1855,Person37_14,14,11
3631,1664,eyeball,0.5946899999999999,1385,Person37_18,1761,1230
3632,1019,redWhistle,0.32395,1398,Person37_18,2043,1523
3633,1744,silverStraw,0.308,2702,Person37_18,1344,11
3634,323,blueSunglasses,0.26144,847,Person37_18,2312,1885
3635,958,hairClip,0.3407,914,Person37_18,2258,1573
3636,494,lavenderDie,0.64918,484,Person37_18,2473,1785
3637,918,stickerBox,0.25521,646,Person37_18,2406,1593
3638,1976,yellowBag,0.45623,2890,Person37_18,1156,11
3639,1734,birdCall,0.27867,1533,Person37_23,2258,525
3640,1250,cloudSign,0.44126000000000004,1398,Person37_23,14,978
3641,1079,eyeball,0.40721999999999997,1035,Person37_23,2218,888
3642,1230,metalKey,0.47771,1479,Person37_23,269,787
3643,1916,noisemaker,0.50869,3374,Person37_23,175,424
3644,998,pinkCandle,0.30791,390,Person37_23,807,898
3645,1291,redWhistle,0.44776000000000005,1788,Person37_23,2137,948
3646,373,blueSunglasses,0.47408999999999996,1143,Person37_23,2447,1422
3647,1039,hairClip,0.40949,901,Person37_23,2594,1099
3648,1079,stickerBox,0.26250999999999997,861,Person37_23,2621,877
3649,1644,birdCall,0.39619,1667,Person37_7,471,998
3650,1119,cloudSign,0.61559,1210,Person37_7,955,1472
3651,444,eyeball,0.39354,1197,Person37_7,699,2047
3652,1341,metalKey,0.48567,1613,Person37_7,1344,726
3653,1523,partyFavor,0.40952,1519,Person37_7,820,1089
3654,1190,pinkCandle,0.47403,444,Person37_7,2218,373
3655,2198,sign,0.4674,995,Person37_7,1371,837
3656,2168,yellowBag,0.3859,2084,Person37_7,1963,746
3657,1321,cloudSign,0.37713,1170,Person37_17,1560,283
3658,1331,pinkCandle,0.42338000000000003,350,Person37_17,1976,283
3659,384,lavenderDie,0.5836,363,Person37_17,2809,1845
3660,1079,cloudSign,0.32348000000000005,1398,Person37_15,1156,1049
3661,1533,cupcakePaper,0.3881,1815,Person37_15,1277,636
3662,1200,eyeball,0.32509,861,Person37_15,269,1029
3663,2420,paperPlate,0.74735,2379,Person37_15,1250,172
3664,847,pinkCandle,0.32261999999999996,296,Person37_15,3455,2188
3665,2440,pumpkinNotes,0.6361399999999999,2285,Person37_15,1008,162
3666,525,blueSunglasses,0.32255,1358,Person37_15,619,1351
3667,1825,stickerBox,0.40152,1344,Person37_15,1748,283
3668,1825,yellowBag,0.34033,1963,Person37_15,14,1210
3669,1361,birdCall,0.3215,1936,Person37_13,41,706
3670,1432,cloudSign,0.35641,1506,Person37_13,256,676
3671,1805,cupcakePaper,0.34753,1748,Person37_13,1600,494
3672,535,eyeball,0.37565,1103,Person37_13,726,1160
3673,2258,paperPlate,0.75574,2594,Person37_13,1425,242
3674,2027,pumpkinNotes,0.5926600000000001,2352,Person37_13,1560,162
3675,1956,sign,0.43233999999999995,713,Person37_13,1519,1079
3676,1916,yellowBalloon,0.30433000000000004,1371,Person37_13,2030,444
3677,605,blueSunglasses,0.2693,1197,Person37_13,2124,1512
3678,1775,stickerBox,0.41457,1358,Person37_13,2043,313
3679,1976,yellowBag,0.38724000000000003,2420,Person37_13,14,1059
3680,1140,redWhistle,0.81524,1842,Person37_8,1197,1029
3681,444,lavenderDie,0.42128999999999994,323,Person37_8,1694,1603
3682,1674,birdCall,0.3493,1922,Person37_20,1479,1361
3683,2016,canadaPencil,0.27236,1465,Person37_20,2581,11
3684,1049,cloudSign,0.27061,1008,Person37_20,1654,222
3685,918,eyeball,0.3195,1116,Person37_20,2447,515
3686,2752,paperPlate,0.29772,3374,Person37_20,457,283
3687,1553,pumpkinNotes,0.39439,1922,Person37_20,1479,1482
3688,656,blueSunglasses,0.42451000000000005,1573,Person37_20,1654,2158
3689,1644,stickerBox,0.51759,1761,Person37_20,1291,11
3690,807,eyeball,0.31316,1103,Person37_24,2742,585
3691,1039,metalKey,0.46665,1398,Person37_24,1465,877
3692,857,pinkCandle,0.3139,175,Person37_24,2352,525
3693,1250,redWhistle,0.8219799999999999,1546,Person37_24,1949,323
3694,303,blueSunglasses,0.31294,914,Person37_24,1707,1240
3695,1946,yellowBag,0.44937,2783,Person37_24,1264,1089
3696,1664,canadaPencil,0.31703000000000003,2299,Person37_4,1318,1371
3697,1845,cupcakePaper,0.28098,1963,Person37_4,1197,484
3698,686,eyeball,0.3245,1842,Person37_4,1506,1916
3699,2379,paperPlate,0.97645,2285,Person37_4,995,182
3700,1956,pumpkinNotes,0.39286,2258,Person37_4,1022,192
3701,2541,yellowBalloon,0.42145,2272,Person37_4,995,333
3702,666,blueSunglasses,0.40328,1385,Person37_4,1465,1926
3703,1996,stickerBox,0.42386999999999997,1560,Person37_4,1371,202
3704,555,cloudSign,0.28828000000000004,525,Person37_16,3011,646
3705,777,eyeball,0.33981999999999996,901,Person37_16,1963,1452
3706,857,pinkCandle,0.29100000000000004,417,Person37_16,807,958
3707,1422,redWhistle,0.27755,1546,Person37_16,1640,1109
3708,444,lavenderDie,0.5681,417,Person37_16,1062,1170
3709,1402,stickerBox,0.45571000000000006,1156,Person37_16,1586,1351
3710,867,metalKey,0.25895999999999997,1331,Person37_21,1183,968
3711,1079,redWhistle,0.7168100000000001,1250,Person37_21,2097,877
3712,1482,birdCall,0.32311,1694,Person37_3,1304,656
3713,978,cloudSign,0.50641,713,Person37_3,1519,1109
3714,777,eyeball,0.35666,1627,Person37_3,1304,1029
3715,555,blueSunglasses,0.29875999999999997,1062,Person37_3,1331,1311
3716,1250,hairClip,0.27758,1022,Person37_3,1371,797
3717,2006,stickerBox,0.70225,1680,Person37_3,1035,414
3718,2137,birdCall,0.35023000000000004,1909,Person37_19,928,121
3719,908,cloudSign,0.38136,1224,Person37_19,1250,2127
3720,716,eyeball,0.25326,659,Person37_19,2124,2319
3721,1875,pumpkinNotes,0.29868,1533,Person37_19,1116,676
3722,1240,cloudSign,0.39746,1210,Person37_12,672,1422
3723,696,eyeball,0.45238999999999996,1116,Person37_12,1869,1049
3724,1180,pinkCandle,0.27221999999999996,162,Person37_12,928,1472
3725,1200,redWhistle,0.59319,1479,Person37_12,538,1442
3726,404,blueSunglasses,0.26477,982,Person37_12,793,1835
3727,1059,hairClip,0.30293000000000003,995,Person37_12,793,1533
3728,595,lavenderDie,0.43573,431,Person37_12,1963,1089
3729,1281,canadaPencil,0.30764,1963,Person37_22,1170,1754
3730,1109,cloudSign,0.29067,1224,Person37_22,2111,817
3731,908,eyeball,0.38523,982,Person37_22,1949,948
3732,1502,noisemaker,0.39411999999999997,2904,Person37_22,1143,222
3733,1764,pumpkinNotes,0.46036000000000005,1210,Person37_22,1264,726
3734,837,eyeball,0.31079,820,Person37_6,2016,767
3735,1150,metalKey,0.36511,1129,Person37_6,1304,1250
3736,1119,pinkCandle,0.54309,605,Person37_6,1573,1059
3737,1351,redWhistle,0.7653800000000001,1465,Person37_6,1667,515
3738,2430,sign,0.38941,1358,Person37_6,1479,394
3739,1704,birdCall,0.33995,1734,Person37_10,1573,333
3740,2309,canadaPencil,0.34498,1828,Person37_10,2218,11
3741,1432,cloudSign,0.28849,1533,Person37_10,1398,888
3742,1492,cupcakePaper,0.27497,1439,Person37_10,14,666
3743,565,eyeball,0.25338,1170,Person37_10,2702,1764
3744,2188,pumpkinNotes,0.49157,1586,Person37_10,216,81
3745,2168,yellowBalloon,0.40507,2568,Person37_10,1143,746
3746,736,blueSunglasses,0.33693,1224,Person37_10,1828,1674
3747,1906,stickerBox,0.40381999999999996,1371,Person37_10,1775,21
3748,2248,yellowBag,0.37936,1922,Person37_10,14,51
3749,1926,canadaPencil,0.29802,2742,Person37_11,14,394
3750,1271,cloudSign,0.27897,1089,Person37_11,2460,958
3751,666,eyeball,0.32039,1008,Person37_11,229,867
3752,1281,metalKey,0.36380999999999997,1640,Person37_11,2406,968
3753,1956,noisemaker,0.33388,3092,Person37_11,27,1049
3754,1371,pinkCandle,0.2967,404,Person37_11,793,1371
3755,444,blueSunglasses,0.27591,995,Person37_11,2541,1402
3756,545,lavenderDie,0.27071999999999996,363,Person37_11,511,898
3757,1956,birdCall,0.33021999999999996,1828,Person37_2,1264,414
3758,1200,cloudSign,0.33998,834,Person37_2,1734,1008
3759,605,eyeball,0.42691999999999997,1008,Person37_2,1600,1523
3760,928,pinkCandle,0.28836999999999996,216,Person37_2,2030,1371
3761,918,redWhistle,0.64483,1304,Person37_2,1506,1351
3762,252,blueSunglasses,0.37281,901,Person37_2,1398,1260
3763,1039,hairClip,0.33309,767,Person37_2,1761,1321
3764,444,lavenderDie,0.36303,336,Person37_2,1398,938
3765,1160,stickerBox,0.31876,874,Person37_2,1734,1250
3766,2299,canadaPencil,0.39773000000000003,3240,Person37_1,256,424
3767,2289,noisemaker,0.8304799999999999,3602,Person37_1,336,11
3768,1664,pinkCandle,0.33119,578,Person37_1,995,353
3769,2470,sign,0.27583,1116,Person37_1,740,11
3770,585,blueSunglasses,0.27928000000000003,1492,Person37_1,552,444
3771,414,lavenderDie,0.54061,390,Person37_1,2500,2258
3772,1399,yellowBag,0.40902,1963,Person6_6,14,832
3773,1029,birdCall,0.30943000000000004,2232,Person6_2,767,8
3774,779,cloudSign,0.28678000000000003,619,Person6_2,1533,8
3775,530,eyeball,0.30044,1143,Person6_2,1277,144
3776,908,pinkCandle,0.25261999999999996,296,Person6_2,2285,915
3777,1082,pumpkinNotes,0.2752,1922,Person6_2,619,8
3778,840,redWhistle,0.78605,1358,Person6_2,2594,1112
3779,953,hairClip,0.25224,1197,Person6_2,2702,431
3780,1384,canadaPencil,0.26037,2527,Person6_15,1519,484
3781,1112,cupcakePaper,0.25822,1963,Person6_15,619,1165
3782,416,eyeball,0.3571,834,Person6_15,861,855
3783,877,pinkCandle,0.27253,202,Person6_15,3481,787
3784,1074,redWhistle,0.44004,1425,Person6_15,552,658
3785,288,blueSunglasses,0.26128,1398,Person6_15,2312,1233
3786,303,lavenderDie,0.38095,404,Person6_15,1089,900
3787,681,cloudSign,0.47722,659,Person6_1,2406,1021
3788,530,eyeball,0.29706,1076,Person6_1,2971,953
3789,658,pinkCandle,0.30828,336,Person6_1,2568,885
3790,1490,pumpkinNotes,0.36041999999999996,1896,Person6_1,1492,787
3791,1029,cloudSign,0.34066,1264,Person6_11,1801,507
3792,779,redWhistle,0.71432,1224,Person6_11,928,174
3793,1157,cloudSign,0.39309,1344,Person6_9,1210,310
3794,507,eyeball,0.28245,1062,Person6_9,189,1127
3795,817,pinkCandle,0.42695,363,Person6_9,1990,492
3796,1649,sign,0.5008,767,Person6_9,632,628
3797,326,blueSunglasses,0.29475,1129,Person6_9,2917,1535
3798,862,hairClip,0.32177,955,Person6_9,3092,310
3799,356,lavenderDie,0.28361,390,Person6_9,3360,1528
3800,900,cloudSign,0.30073,914,Person6_17,2823,1376
3801,598,eyeball,0.30167,1062,Person6_17,2984,1679
3802,885,pinkCandle,0.5260199999999999,592,Person6_17,726,930
3803,2095,sign,0.47838,1129,Person6_17,726,8
3804,1339,birdCall,0.34843,1600,Person6_19,2447,696
3805,1112,cloudSign,0.37385999999999997,1667,Person6_19,753,8
3806,583,pinkCandle,0.30288000000000004,310,Person6_19,1452,1573
3807,1376,pumpkinNotes,0.41498,1748,Person6_19,2299,840
3808,2064,sign,0.55011,740,Person6_19,68,167
3809,968,hairClip,0.46829,1156,Person6_19,2151,99
3810,1119,cloudSign,0.39187,1654,Person6_12,753,8
3811,567,eyeball,0.49633999999999995,995,Person6_12,1936,447
3812,772,pinkCandle,0.3234,269,Person6_12,2016,1467
3813,1286,pumpkinNotes,0.26823,2016,Person6_12,1439,61
3814,840,redWhistle,0.8395299999999999,1250,Person6_12,1801,295
3815,310,blueSunglasses,0.3121,1089,Person6_12,1600,567
3816,1732,yellowBag,0.25399,1573,Person6_12,14,167
3817,1369,birdCall,0.54172,1869,Person6_23,1506,522
3818,1127,cloudSign,0.31698000000000004,1224,Person6_23,1533,968
3819,583,eyeball,0.25845,1008,Person6_23,1922,1263
3820,1482,pumpkinNotes,0.31242,1560,Person6_23,14,303
3821,1331,trophy,0.36072,1815,Person6_23,1264,885
3822,552,blueSunglasses,0.34519,1815,Person6_23,1533,1097
3823,1112,cloudSign,0.3316,1277,Person6_26,1224,983
3824,575,eyeball,0.25340999999999997,1291,Person6_26,1506,1119
3825,741,metalKey,0.40881,1560,Person6_26,525,840
3826,681,pinkCandle,0.37035999999999997,538,Person6_26,1022,885
3827,1278,pumpkinNotes,0.33018000000000003,1533,Person6_26,1680,567
3828,1550,yellowBag,0.40389,2030,Person6_26,14,726
3829,832,cloudSign,0.25261999999999996,1076,Person6_28,740,280
3830,779,metalKey,0.35789,1613,Person6_28,216,333
3831,704,pinkCandle,0.3096,377,Person6_28,820,378
3832,1535,pumpkinNotes,0.49454,1896,Person6_28,1210,265
3833,1611,sign,0.54684,1788,Person6_28,135,8
3834,945,hairClip,0.33778,1183,Person6_28,1560,1331
3835,1066,birdCall,0.41202,1358,Person6_25,619,1210
3836,590,cloudSign,0.33552,968,Person6_25,511,1686
3837,1853,sign,0.25035,417,Person6_25,14,8
3838,401,blueSunglasses,0.37875,1183,Person6_25,699,1649
3839,1006,birdCall,0.31065,1318,Person6_27,632,870
3840,1006,cloudSign,0.28315,914,Person6_27,552,696
3841,945,pinkCandle,0.44075,363,Person6_27,1976,583
3842,2049,sign,0.50354,1089,Person6_27,1627,167
3843,847,hairClip,0.27214,1076,Person6_27,471,159
3844,885,birdCall,0.30735,1546,Person6_21,2245,1082
3845,1059,cloudSign,0.32228,1291,Person6_21,2366,983
3846,318,eyeball,0.28417,1049,Person6_21,2809,1399
3847,794,pinkCandle,0.37173,229,Person6_21,2594,1134
3848,1104,pumpkinNotes,0.55032,1573,Person6_21,1076,8
3849,749,redWhistle,0.28852,1210,Person6_21,2688,333
3850,1240,trophy,0.43683999999999995,1896,Person6_21,928,8
3851,1180,yellowBalloon,0.67832,1412,Person6_21,1170,8
3852,326,blueSunglasses,0.32696,1156,Person6_21,2164,1376
3853,832,hairClip,0.2678,995,Person6_21,2245,968
3854,1331,yellowBag,0.50154,1949,Person6_21,310,945
3855,1066,birdCall,0.28039000000000003,1828,Person6_4,390,998
3856,945,cloudSign,0.38627,1116,Person6_4,1035,91
3857,696,eyeball,0.40324,1062,Person6_4,753,1036
